"edge","bx","by","sx","sy"
"LDL -> CAD",0.103406,0.09983222,0.0123415,0.045321991
"LDL -> CAD",0.0132543,0.00617216,0.00167534,0.0058873146
"LDL -> CAD",0.0158917,0.00610238,0.00156116,0.005599024
"LDL -> CAD",0.0112556,0.00600478,0.00195693,0.0064935952
"LDL -> CAD",0.0427777,0.02803201,0.00178857,0.0062206262
"LDL -> CAD",0.00937185,0.00759437,0.00141889,0.0050371254
"LDL -> CAD",0.0571711,0.02514895,0.00276108,0.010481563
"LDL -> CAD",0.0549493,0.01140374,0.00385026,0.01434124
"LDL -> CAD",0.0908315,0.05979628,0.00428983,0.016114509
"LDL -> CAD",0.345461,0.21899345,0.00828286,0.030200501
"LDL -> CAD",0.205677,0.0245649,0.0137791,0.058192263
"LDL -> CAD",0.344759,-0.42776833,0.020226,0.20082139
"LDL -> CAD",0.547022,0.05206878,0.0133117,0.065133344
"LDL -> CAD",0.0602447,0.02819241,0.00887754,0.026118788
"LDL -> CAD",0.0741449,-0.05066645,0.0120223,0.057269458
"LDL -> CAD",0.0920456,0.02240283,0.0166873,0.051446154
"LDL -> CAD",0.123761,-0.17767109,0.0210551,0.11290369
"LDL -> CAD",0.0949222,-0.03363729,0.0150973,0.060572092
"LDL -> CAD",0.0113437,0.01808865,0.00152716,0.0053701438
"LDL -> CAD",0.139873,0.36836122,0.00804422,0.030620337
"LDL -> CAD",0.00823251,0.01629665,0.00141002,0.0049192669
"LDL -> CAD",0.111696,0.14390636,0.0187238,0.10346557
"LDL -> CAD",0.324203,0.17589374,0.0107008,0.04398664
"LDL -> CAD",0.138556,0.00229199,0.0193172,0.053346263
"LDL -> CAD",0.0124748,-0.02741856,0.00192407,0.0068520307
"LDL -> CAD",0.0766934,-0.02882004,0.00940026,0.037538784
"LDL -> CAD",0.105174,0.00322065,0.0135431,0.067510858
"LDL -> CAD",0.258202,0.20103302,0.0165803,0.082609736
"LDL -> CAD",0.467202,-0.24475294,0.0215955,0.24440088
"LDL -> CAD",0.283521,0.208449,0.0346757,0.11721927
"LDL -> CAD",0.156488,0.09864823,0.0202784,0.078188962
"LDL -> CAD",0.0866536,-0.03202702,0.0156417,0.069320249
"LDL -> CAD",0.130754,0.09364683,0.00417363,0.015200723
"LDL -> CAD",0.0595905,0.21406873,0.00813298,0.033631414
"LDL -> CAD",0.096926,0.0255688,0.0103633,0.044180386
"LDL -> CAD",0.0650307,0.09528847,0.00986237,0.037687008
"LDL -> CAD",0.127893,0.09590672,0.0144461,0.052820594
"LDL -> CAD",0.0620535,0.01052992,0.00812549,0.034940182
"LDL -> CAD",0.0121975,-0.00157881,0.00141088,0.0049404052
"LDL -> CAD",0.228763,0.81292074,0.0264974,0.43231648
"LDL -> CAD",0.0454574,0.09957503,0.00811032,0.031158924
"LDL -> CAD",0.178626,0.0078424,0.0152613,0.065898186
"LDL -> CAD",0.298708,0.06231023,0.0186448,0.13726381
"LDL -> CAD",0.0706616,-0.04860517,0.00989191,0.034559358
"LDL -> CAD",0.0659497,0.03705268,0.0063515,0.025729362
"LDL -> CAD",0.194839,0.05046782,0.0287067,0.12836497
"LDL -> CAD",0.0547137,0.05914551,0.00865674,0.037432559
"LDL -> CAD",0.092954,0.01370444,0.0105821,0.060592529
"LDL -> CAD",0.0143783,0.00659924,0.00143027,0.0049332429
"LDL -> CAD",0.019503,0.00464543,0.00175889,0.0062250626
"LDL -> CAD",0.147209,0.02142069,0.0170296,0.066583789
"LDL -> CAD",0.00792348,0.00337868,0.00141491,0.0049618032
"LDL -> CAD",0.0190072,0.0344049,0.00209648,0.0072542116
"LDL -> CAD",0.0180327,0.0184563,0.00139568,0.0050045944
"LDL -> CAD",0.0106618,0.01497421,0.00143212,0.005034636
"LDL -> CAD",0.00980493,0.01111272,0.00145467,0.0051692922
"LDL -> CAD",0.0601913,0.01217644,0.00144448,0.0050457783
"LDL -> CAD",0.0166904,0.0225993,0.00152666,0.0054120863
"LDL -> CAD",0.00804652,0.00232464,0.00143211,0.005015737
"LDL -> CAD",0.00812292,0.00804327,0.00139286,0.0049286997
"LDL -> CAD",0.0116984,0.0141817,0.00201287,0.0070920594
"LDL -> CAD",0.0318004,0.0158353,0.00148636,0.0052266051
"LDL -> CAD",0.0235219,0.0050161,0.0016903,0.0059291049
"LDL -> CAD",0.0132285,0.00070897,0.00204579,0.0071116509
"LDL -> CAD",0.0165291,0.01351632,0.00147712,0.0052872122
"LDL -> CAD",0.0123305,0.00362102,0.00162928,0.0056717084
"LDL -> CAD",0.0113161,0.01453553,0.00140604,0.0049256528
"LDL -> CAD",0.0158997,0.01824847,0.00139539,0.0049265097
"LDL -> CAD",0.0234181,-0.01362548,0.00171891,0.0062915893
"LDL -> CAD",0.0081978,0.0037708,0.00145351,0.0049617489
"LDL -> CAD",0.0106423,0.02362484,0.00142294,0.0050026335
"LDL -> CAD",0.0366691,0.03358876,0.00148161,0.005289016
"LDL -> CAD",0.012694,0.01158912,0.00215727,0.0072709798
"LDL -> CAD",0.0084492,0.01554191,0.00140646,0.0050117949
"LDL -> CAD",0.040212,0.01590076,0.00151102,0.0052533454
"LDL -> CAD",0.0106027,-0.00137808,0.00175555,0.0062716535
"LDL -> CAD",0.0268921,0.01107836,0.00152599,0.0054677484
"LDL -> CAD",0.0187116,-0.0106761,0.00190325,0.0069503635
"LDL -> CAD",0.0195199,0.00110934,0.00175196,0.0060224467
"LDL -> CAD",0.0137103,0.00951735,0.00245056,0.008926308
"LDL -> CAD",0.0253718,-0.000517,0.00155136,0.0055550001
"LDL -> CAD",0.0249217,0.01910098,0.00158221,0.0055947867
"LDL -> CAD",0.023866,0.00579098,0.00153005,0.0055538563
"LDL -> CAD",0.00909575,0.00075995,0.00140542,0.0049073348
"LDL -> CAD",0.182368,0.10667109,0.0240188,0.077856378
"LDL -> CAD",0.011566,-0.00067028,0.00177873,0.0062690761
"LDL -> CAD",0.0175436,0.01055454,0.00159642,0.0055895239
"LDL -> CAD",0.0131553,0.0230166,0.00141998,0.0050556487
"LDL -> CAD",0.0244134,0.02906026,0.00175688,0.0061408209
"LDL -> CAD",0.0140004,0.01634929,0.00180155,0.0064227514
"LDL -> CAD",0.0125833,0.01022158,0.0017499,0.0061755054
"LDL -> CAD",0.0236641,0.01795315,0.00383617,0.012966021
"LDL -> CAD",0.0527623,-0.13558904,0.00518309,0.021827082
"LDL -> CAD",0.0119104,0.00012121,0.00148144,0.0052198414
"LDL -> CAD",0.00842039,0.0092564,0.00139864,0.0049634752
"LDL -> CAD",0.0554669,0.04686104,0.00139905,0.004904922
"LDL -> CAD",0.0101195,-0.00925015,0.00147386,0.0052881217
"LDL -> CAD",0.0183321,0.01409145,0.001703,0.0060058775
"LDL -> CAD",0.0234144,-0.05530171,0.00139369,0.0051087289
"LDL -> CAD",0.0572597,0.0349688,0.00176304,0.0061369809
"LDL -> CAD",0.0101553,-0.00343351,0.00141921,0.0049738592
"LDL -> CAD",0.0244429,-0.01646265,0.00400661,0.014765251
"LDL -> CAD",0.0623234,0.0111768,0.01076,0.041337793
"LDL -> CAD",0.0192832,0.02470701,0.00310689,0.011363019
"LDL -> CAD",0.0711347,0.05604071,0.0102683,0.038954468
"LDL -> CAD",0.00964234,-0.01274995,0.00141299,0.0049347876
"LDL -> CAD",0.0133769,-0.00754352,0.00193079,0.0066531543
"LDL -> CAD",0.0526828,0.02509081,0.00711681,0.026899389
"LDL -> CAD",0.0308607,0.01581039,0.0019307,0.0068538166
"LDL -> CAD",0.00782023,0.0012431,0.00139458,0.0049566988
"LDL -> CAD",0.0390528,0.04293813,0.00177995,0.0063361251
"LDL -> CAD",0.0104223,0.00374785,0.00163487,0.0057297792
"LDL -> CAD",0.0118798,-0.00050584,0.00143087,0.0050811896
"LDL -> CAD",0.0263949,0.02736028,0.00393271,0.013862115
"LDL -> CAD",0.0181651,0.01948791,0.00162585,0.0057930986
"LDL -> CAD",0.509483,0.15057106,0.0164251,0.078049514
"LDL -> CAD",0.0358747,0.01392942,0.0027624,0.0094454419
"LDL -> CAD",0.0137336,-0.03922661,0.00141565,0.005018232
"LDL -> CAD",0.0159195,0.01583293,0.00176923,0.0062344985
"LDL -> CAD",0.0122054,-0.02872969,0.00182561,0.0063844622
"LDL -> CAD",0.00893719,0.01564726,0.00140019,0.0049377435
"LDL -> CAD",0.0561747,-0.00100285,0.00140136,0.0050081708
"LDL -> CAD",0.070494,0.06785883,0.00778393,0.0301125
"LDL -> CAD",0.0152278,0.00375356,0.00185837,0.0069579831
"LDL -> CAD",0.250855,0.08303278,0.00710494,0.027151501
"LDL -> CAD",0.0517126,0.07467074,0.00831853,0.032643776
"LDL -> CAD",0.0137729,0.02608033,0.00223775,0.0084488385
"LDL -> CAD",0.0110259,0.00731647,0.00141946,0.0050205027
"LDL -> CAD",0.047985,0.03075993,0.00221699,0.0078291964
"LDL -> CAD",0.0199517,0.02121008,0.00255281,0.0085498504
"LDL -> CAD",0.0119697,-0.01314366,0.00138496,0.0049276742
"LDL -> CAD",0.228297,0.15692538,0.0315154,0.10926667
"LDL -> CAD",0.00793402,-0.0115581,0.00142815,0.0049621509
"LDL -> CAD",0.0223969,0.02258025,0.0015036,0.0053038944
"LDL -> CAD",0.0117675,-0.00205072,0.0014469,0.0050596757
"LDL -> CAD",0.0253164,0.00555604,0.00226475,0.0076069597
"LDL -> CAD",0.0082772,0.01380092,0.00139348,0.0049090725
"LDL -> CAD",0.0112055,0.00227082,0.00139973,0.0049269743
"LDL -> CAD",0.00826141,-0.00183411,0.00143856,0.0050349286
"LDL -> CAD",0.0131875,0.00066027,0.00241881,0.0080577799
"LDL -> CAD",0.104005,0.05814238,0.00269041,0.010384524
"LDL -> CAD",0.00885758,0.00397257,0.00146939,0.0051109855
"LDL -> CAD",0.0144134,0.0419928,0.00177081,0.0058814074
"LDL -> CAD",0.00982307,0.00240255,0.00146487,0.0051900014
"LDL -> CAD",0.251735,-0.00562143,0.0142052,0.04038869
"LDL -> CAD",0.140881,0.13027333,0.0168464,0.066024378
"LDL -> CAD",0.640135,0.19613282,0.0766516,0.32437703
"LDL -> CAD",0.392699,0.08621473,0.00566836,0.024280379
"LDL -> CAD",0.104926,0.15979877,0.0191706,0.084582159
"LDL -> CAD",0.0462396,0.03476134,0.00507213,0.02070699
"LDL -> CAD",0.0845599,0.11473474,0.0104111,0.035109222
"LDL -> CAD",0.195103,0.07032314,0.0330114,0.12606591
"LDL -> CAD",0.185914,0.02959326,0.0198132,0.083590843
"LDL -> CAD",0.054751,0.05137956,0.00982061,0.044181421
"LDL -> CAD",0.260383,0.01381533,0.0329996,0.13900029
"LDL -> CAD",0.119089,-0.00239907,0.0115199,0.056431395
"LDL -> CAD",0.135871,-0.16725171,0.0229204,0.087576308
"LDL -> CAD",0.0882715,0.06278949,0.0151592,0.061865602
"LDL -> CAD",0.163386,0.17545743,0.0097535,0.035782204
"LDL -> CAD",0.0605814,0.00185363,0.0106649,0.04073755
"LDL -> CAD",0.098142,0.14872079,0.0169008,0.055275171
"LDL -> CAD",0.33631,0.11891325,0.032921,0.11290162
"LDL -> CAD",0.0152014,-0.01584047,0.0016659,0.0074849075
"LDL -> CAD",0.108368,0.17810251,0.0168495,0.069026466
"LDL -> CAD",0.0403134,0.01722595,0.00140727,0.0049300681
"LDL -> CAD",0.157995,-0.01752197,0.0178593,0.059758194
"LDL -> CAD",0.138416,0.24696361,0.0148761,0.062788589
"LDL -> CAD",0.0382032,0.01086116,0.0017054,0.0061310435
"LDL -> CAD",0.0349154,0.02226111,0.00183132,0.0066002711
"LDL -> CAD",0.277747,0.16537049,0.0423192,0.18137008
"LDL -> CAD",0.0173547,0.00197973,0.0026697,0.010100725
"LDL -> CAD",0.132076,-0.02957043,0.0174601,0.067062442
"LDL -> CAD",0.0126185,-0.01815082,0.00147847,0.0050937232
"LDL -> CAD",0.0119692,-0.00145179,0.00214672,0.0080197649
"LDL -> CAD",0.510117,0.35175714,0.0360672,0.15604547
"LDL -> CAD",0.0136844,0.00076863,0.00188919,0.0066389267
"LDL -> CAD",0.20426,0.08216108,0.0142395,0.065798598
"LDL -> CAD",0.186323,0.22264708,0.0131304,0.061197582
"LDL -> CAD",0.0187347,0.00329133,0.00330254,0.012879091
"LDL -> CAD",0.0171791,-0.00837713,0.00180594,0.0066647497
"LDL -> CAD",0.113748,0.07144438,0.00290807,0.010738959
"LDL -> CAD",0.0183291,0.00617488,0.00261275,0.0089792205
"LDL -> CAD",0.182824,0.13467418,0.032309,0.12103547
"LDL -> CAD",0.151712,0.19434495,0.021595,0.10988227
"LDL -> CAD",0.0267236,0.01177471,0.00218062,0.0077922933
"LDL -> CAD",0.14864,-0.03630325,0.0226265,0.058001178
"LDL -> CAD",0.246613,0.38422401,0.032574,0.1131557
"LDL -> CAD",0.159891,-0.00203459,0.0136652,0.052978078
"LDL -> CAD",0.0133001,0.01619484,0.00169736,0.0059949417
"LDL -> CAD",0.0267521,0.00472024,0.00365516,0.011621823
"LDL -> CAD",0.0136768,0.00059752,0.00145715,0.0050574931
"LDL -> CAD",0.110726,0.04121591,0.00262367,0.0094201326
"LDL -> CAD",0.0115658,0.01237085,0.0014229,0.0049352503
"LDL -> CAD",0.0158621,0.02861349,0.0018835,0.0064394148
"LDL -> CAD",0.124754,0.09978392,0.0108772,0.0397885
"LDL -> CAD",0.0181506,0.00066655,0.00198944,0.0069644877
"LDL -> CAD",0.0143197,0.02400511,0.00147233,0.0050781188
"LDL -> CAD",0.0242104,0.02990096,0.00156171,0.0054445535
"LDL -> CAD",0.0130636,-0.01953823,0.00230171,0.0077906533
"LDL -> CAD",0.0877394,0.05156032,0.0105618,0.042037597
"LDL -> CAD",0.00870666,-0.10484136,0.00140987,0.0050299716
"LDL -> CAD",0.016898,-0.00632199,0.00303299,0.011318174
"LDL -> CAD",0.0794384,0.04854669,0.00668341,0.028684067
"LDL -> CAD",0.0491427,0.02121424,0.00574339,0.019707378
"LDL -> CAD",0.0279637,-0.01243249,0.00410924,0.015571732
"LDL -> CAD",0.0192465,-0.0304152,0.00291427,0.010615191
"LDL -> CAD",0.0134136,0.02322194,0.00157535,0.0056536716
"LDL -> CAD",0.00798748,-0.00392847,0.00142685,0.0051083
"LDL -> CAD",0.224779,0.06760195,0.004926,0.018484751
"LDL -> CAD",0.0213519,-0.02094877,0.0035406,0.012869697
"LDL -> CAD",0.0127913,-0.00079704,0.00155124,0.0055299211
"LDL -> CAD",0.0121051,0.00277256,0.00140411,0.0049315397
"LDL -> CAD",0.0152619,0.01706984,0.00156162,0.0055240902
"LDL -> CAD",0.0084347,0.00339756,0.0015297,0.0053124985
"LDL -> CAD",0.0241194,0.00857975,0.00225665,0.0082712736
"LDL -> CAD",0.0125638,-0.00026759,0.00141675,0.0048614681
"LDL -> CAD",0.00874286,-0.00101025,0.001515,0.0055083628
"LDL -> CAD",0.0131604,0.00509818,0.00163805,0.005724323
"LDL -> CAD",0.0211903,0.01745903,0.00151305,0.005454337
"LDL -> CAD",0.00952109,0.00524543,0.00165198,0.0057754861
"LDL -> CAD",0.109679,0.07819441,0.00353834,0.012548231
"LDL -> CAD",0.0137009,-0.00171239,0.00188331,0.0065740376
"LDL -> CAD",0.0095788,-0.00231672,0.00161878,0.0056409348
"LDL -> CAD",0.0389564,0.00113615,0.0018946,0.0064943176
"LDL -> CAD",0.0103803,0.00337741,0.00157377,0.0055917093
"LDL -> CAD",0.0182605,0.00325564,0.0014752,0.0052989085
"LDL -> CAD",0.015304,0.0072619,0.00156248,0.0055809804
"LDL -> CAD",0.0115423,0.02166528,0.00181318,0.0062950789
"LDL -> CAD",0.0167463,-0.02339592,0.00139999,0.0049528126
"LDL -> CAD",0.0564582,0.03700621,0.00146234,0.0051970937
"LDL -> CAD",0.0179411,0.00421009,0.00183651,0.006258577
"LDL -> CAD",0.009415,0.03541573,0.00157012,0.0055286737
"LDL -> CAD",0.018865,0.00935534,0.00138898,0.0049355459
"LDL -> CAD",0.0322033,0.03797528,0.00457976,0.015329402
"LDL -> CAD",0.0379602,0.021014,0.00252076,0.0090347305
"LDL -> CAD",0.0361969,-0.03086525,0.0060781,0.021691387
"LDL -> CAD",0.0253853,0.01161856,0.00200506,0.0071936415
"LDL -> CAD",0.0228745,-0.01303217,0.00166334,0.0059042565
"LDL -> CAD",0.00925357,0.00269184,0.00151888,0.0054063668
"LDL -> CAD",0.0244106,0.01796254,0.00141396,0.0049562359
"LDL -> CAD",0.0438838,0.01547581,0.00206407,0.0071437164
"LDL -> CAD",0.118571,0.03628181,0.00747767,0.029080705
"LDL -> CAD",0.144793,-0.22619429,0.0252505,0.22382539
"LDL -> CAD",0.0622542,-0.0125737,0.00470522,0.017977653
"LDL -> CAD",0.0403007,0.02248392,0.00503784,0.017972372
"LDL -> CAD",0.130145,0.06976543,0.00852998,0.033223367
"LDL -> CAD",0.0091812,0.00316334,0.00143827,0.0051695497
"LDL -> CAD",0.0287596,0.01897132,0.00379353,0.014496389
"LDL -> CAD",0.0123084,-0.00175105,0.00195634,0.0067110729
"LDL -> CAD",0.0297626,-0.06579792,0.0040428,0.015559069
"LDL -> CAD",0.0146983,-0.00252297,0.00225018,0.0083219576
"LDL -> CAD",0.0118179,0.00306392,0.0016831,0.0057181449
"LDL -> CAD",0.0134682,0.004842,0.00146867,0.0051246973
"LDL -> CAD",0.062788,-0.10957544,0.0105709,0.047701825
"LDL -> CAD",0.0479201,0.02881169,0.00475232,0.016807775
"LDL -> CAD",0.0158654,-0.00259204,0.00178832,0.0061864382
"LDL -> CAD",0.0198561,0.01041663,0.00139678,0.0048846372
"LDL -> CAD",0.0143148,0.00055641,0.00161093,0.0058208279
"LDL -> CAD",0.0102936,-0.01318468,0.00155156,0.0056775029
"LDL -> CAD",0.0144654,0.01483309,0.00183467,0.0066484011
"LDL -> CAD",0.0425579,0.0117569,0.00322656,0.012010773
"LDL -> CAD",0.0814854,0.05914569,0.00695118,0.023287171
"LDL -> CAD",0.0182638,0.01243345,0.00179491,0.0062963037
"LDL -> CAD",0.0428825,0.00311608,0.00154102,0.0051489207
"LDL -> CAD",0.0164726,0.02942293,0.0021227,0.0085411501
"LDL -> CAD",0.0291431,0.03253065,0.00273128,0.010964487
"LDL -> CAD",0.00893913,-0.00076207,0.00150183,0.0051803897
"LDL -> CAD",0.0289355,0.02008666,0.00450465,0.016345587
"LDL -> CAD",0.20637,0.10810347,0.0148086,0.054652121
"LDL -> CAD",0.0762932,-0.04899042,0.00648417,0.027851864
"LDL -> CAD",0.18313,0.02917584,0.00508432,0.019167149
"LDL -> CAD",0.132511,-0.0791683,0.0192076,0.094771387
"LDL -> CAD",0.0187374,0.03443485,0.00246206,0.0092902207
"LDL -> CAD",0.0261104,0.02671635,0.00277403,0.0071290432
"LDL -> CAD",0.0699399,-0.08686586,0.00619973,0.023325299
"LDL -> CAD",0.0239644,0.07271134,0.00360947,0.013793411
"LDL -> CAD",0.011275,0.01162685,0.00163494,0.0057114911
"LDL -> CAD",0.0163391,0.02137818,0.00176585,0.0062441908
"LDL -> CAD",0.0401555,0.03590093,0.00671802,0.023646528
"LDL -> CAD",0.0182966,0.01103375,0.00291554,0.010901173
"LDL -> CAD",0.0348153,-0.03075836,0.00538983,0.021001833
"LDL -> CAD",0.0155516,0.01109908,0.00155864,0.0055353593
"LDL -> CAD",0.0209679,0.00591351,0.00140615,0.0049346288
"LDL -> CAD",0.00897242,-0.0009383,0.00148956,0.0053449023
"LDL -> CAD",0.0639367,0.06190248,0.00532487,0.01780484
"LDL -> CAD",0.10433,0.02974037,0.00723806,0.027412694
"LDL -> CAD",0.142607,0.11646701,0.0245526,0.13414561
"LDL -> CAD",0.0179333,0.01474055,0.00282587,0.010048571
"LDL -> CAD",0.181215,0.11357095,0.00663893,0.027964184
"LDL -> CAD",0.329003,0.59509297,0.0334747,0.11531718
"LDL -> CAD",0.0317878,0.03100174,0.00387352,0.014736115
"LDL -> CAD",0.00840639,0.01360598,0.00148711,0.0052264218
"LDL -> CAD",0.00924136,0.00581446,0.00148063,0.0052093067
"LDL -> CAD",0.0135048,0.0162299,0.00201931,0.0071336771
"LDL -> CAD",0.0165774,0.00564962,0.00152682,0.0052919436
"LDL -> CAD",0.0355062,9.398e-05,0.00146485,0.0051993993
"LDL -> CAD",0.0255597,0.02777061,0.00158355,0.0058459967
"LDL -> CAD",0.0200359,0.01427767,0.00282853,0.0099175934
"LDL -> CAD",0.0209744,0.00245995,0.00164372,0.0061820272
"LDL -> CAD",0.0114717,0.0196859,0.00183435,0.0064369558
"LDL -> CAD",0.00888884,0.00383859,0.00159449,0.0056798579
"LDL -> CAD",0.0123572,0.00098014,0.0015382,0.0054263499
"LDL -> CAD",0.0095033,-0.00316143,0.00142143,0.0049605767
"LDL -> CAD",0.00978761,0.00825192,0.00144914,0.0050337003
"LDL -> CAD",0.0552411,0.058263,0.00201933,0.0069348524
"LDL -> CAD",0.012963,0.00842213,0.00145387,0.0052745026
"LDL -> CAD",0.0147326,0.00769429,0.00149902,0.005273289
"LDL -> CAD",0.0188877,0.00925731,0.0019215,0.0068343264
"LDL -> CAD",0.0370846,0.02180451,0.00270523,0.0095563011
"LDL -> CAD",0.0165055,0.00444073,0.00198482,0.0068227607
"LDL -> CAD",0.00930066,0.00454589,0.00155538,0.0054648545
"LDL -> CAD",0.0598584,0.00881532,0.00239036,0.0085826411
